player,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,team
Elliot Anderson,eng ENG,MF,21.0,37,33,"2,728",30.3,2.0,6.0,8.0,2.0,0.0,0.0,10.0,0.0,Nott'ham Forest
Anthony Elanga,se SWE,"FW,MF",22.0,38,31,"2,501",27.8,6.0,11.0,17.0,6.0,0.0,0.0,1.0,0.0,Nott'ham Forest
Neco Williams,wls WAL,DF,23.0,35,28,"2,594",28.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,Nott'ham Forest
Callum Hudson-Odoi,eng ENG,"FW,MF",23.0,31,25,"2,194",24.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,Nott'ham Forest
Nicolás Domínguez,ar ARG,"MF,FW",26.0,34,23,"1,963",21.8,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,Nott'ham Forest
Ryan Yates,eng ENG,MF,26.0,35,18,"1,915",21.3,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,Nott'ham Forest
Álex Moreno,es ESP,"DF,MF",31.0,15,11,955,10.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Nott'ham Forest
Ibrahim Sangaré,ci CIV,MF,26.0,13,7,590,6.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Nott'ham Forest
Morato,br BRA,DF,23.0,26,6,907,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Nott'ham Forest
Jota Silva,pt POR,"FW,MF",24.0,31,5,854,9.5,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,Nott'ham Forest
James Ward-Prowse,eng ENG,MF,29.0,9,5,400,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,Nott'ham Forest
Danilo,br BRA,"MF,FW",23.0,8,5,275,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
Taiwo Awoniyi,ng NGA,FW,26.0,26,3,416,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Nott'ham Forest
Ramón Sosa,py PAR,"FW,MF",24.0,19,1,295,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Nott'ham Forest
Willy Boly,ci CIV,DF,33.0,6,1,150,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nott'ham Forest
Harry Toffolo,eng ENG,DF,28.0,4,1,137,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nott'ham Forest
Eric da Silva Moreira,de GER,"MF,DF",18.0,2,0,30,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
Zach Abbott,eng ENG,DF,18.0,0,0,,,,,,,,,,,Nott'ham Forest
Wayne Hennessey,wls WAL,GK,37.0,0,0,,,,,,,,,,,Nott'ham Forest
Carlos Miguel,br BRA,GK,25.0,0,0,,,,,,,,,,,Nott'ham Forest
Andrew Omobamidele,ie IRL,DF,22.0,0,0,,,,,,,,,,,Nott'ham Forest
Bart Verbruggen,nl NED,GK,21.0,36,36,"3,240",36.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,Brighton
Jan Paul van Hecke,nl NED,DF,24.0,34,33,"2,958",32.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,Brighton
Carlos Baleba,cm CMR,MF,20.0,34,31,"2,661",29.6,3.0,1.0,4.0,3.0,0.0,0.0,8.0,1.0,Brighton
Kaoru Mitoma,jp JPN,"FW,MF",27.0,36,28,"2,603",28.9,10.0,4.0,14.0,10.0,0.0,0.0,1.0,0.0,Brighton
Pervis Estupiñán,ec ECU,DF,26.0,30,26,"2,402",26.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,Brighton
Danny Welbeck,eng ENG,FW,33.0,30,24,"2,115",23.5,10.0,4.0,14.0,9.0,1.0,1.0,5.0,0.0,Brighton
Lewis Dunk,eng ENG,DF,32.0,25,23,"2,083",23.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Brighton
João Pedro,br BRA,"FW,MF",22.0,27,23,"1,948",21.6,10.0,6.0,16.0,5.0,5.0,5.0,4.0,1.0,Brighton
Yasin Ayari,se SWE,MF,20.0,34,22,"1,965",21.8,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,Brighton
Jack Hinshelwood,eng ENG,"MF,DF",19.0,26,22,"1,842",20.5,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,Brighton
Yankuba Minteh,gm GAM,"FW,MF",20.0,32,20,"1,838",20.4,6.0,4.0,10.0,6.0,0.0,0.0,6.0,0.0,Brighton
Joël Veltman,nl NED,DF,32.0,21,19,"1,697",18.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Brighton
Georginio Rutter,fr FRA,"MF,FW",22.0,28,19,"1,656",18.4,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,Brighton
Simon Adingra,ci CIV,"FW,MF",22.0,29,12,"1,097",12.2,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,Brighton
Matt O'Riley,dk DEN,MF,23.0,21,11,938,10.4,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,Brighton
Adam Webster,eng ENG,DF,29.0,14,11,887,9.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Brighton
Mats Wieffer,nl NED,"DF,MF",24.0,25,10,"1,015",11.3,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,Brighton
Igor,br BRA,DF,26.0,13,10,961,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Brighton
Tariq Lamptey,gh GHA,DF,23.0,15,10,860,9.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,Brighton
Brajan Gruda,de GER,"MF,FW",20.0,21,8,687,7.6,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,Brighton
Ferdi Kadioglu,tr TUR,"DF,MF",24.0,6,5,385,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Brighton
Diego Gómez,py PAR,MF,21.0,16,4,516,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Brighton
James Milner,eng ENG,MF,38.0,4,3,170,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Brighton
Julio Enciso,py PAR,"MF,FW",20.0,12,2,294,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
Evan Ferguson,ie IRL,FW,19.0,13,2,246,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Brighton
Jason Steele,eng ENG,GK,33.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
Solly March,eng ENG,"FW,MF",30.0,8,1,168,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Brighton
Billy Gilmour,sct SCO,MF,23.0,2,1,98,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
Eiran Cashin,ie IRL,DF,22.0,2,0,20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
Jakub Moder,pl POL,MF,25.0,4,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
Jeremy Sarmiento,ec ECU,MF,22.0,1,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
Harry Howell,eng ENG,FW,15.0,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton
Valentín Barco,ar ARG,"DF,MF",20.0,0,0,,,,,,,,,,,Brighton
Killian Cahill,ie IRL,GK,20.0,0,0,,,,,,,,,,,Brighton
Joe Knight,eng ENG,MF,18.0,0,0,,,,,,,,,,,Brighton
Ruairi Mcconville,nir NIR,DF,19.0,0,0,,,,,,,,,,,Brighton
Mark O'Mahony,ie IRL,FW,19.0,0,0,,,,,,,,,,,Brighton
Carl Rushworth,eng ENG,GK,23.0,0,0,,,,,,,,,,,Brighton
Imari Samuels,eng ENG,DF,21.0,0,0,,,,,,,,,,,Brighton
Freddie Simmonds,eng ENG,DF,16.0,0,0,,,,,,,,,,,Brighton
Jacob Slater,ie IRL,DF,19.0,0,0,,,,,,,,,,,Brighton
Charlie Tasker,eng ENG,DF,18.0,0,0,,,,,,,,,,,Brighton
Milos Kerkez,hu HUN,DF,20.0,38,38,"3,336",37.1,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,Bournemouth
Antoine Semenyo,gh GHA,FW,24.0,37,36,"3,203",35.6,11.0,5.0,16.0,11.0,0.0,0.0,9.0,0.0,Bournemouth
Illia Zabarnyi,ua UKR,DF,21.0,36,35,"3,109",34.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,Bournemouth
Lewis Cook,eng ENG,"MF,DF",27.0,36,32,"2,978",33.1,1.0,3.0,4.0,1.0,0.0,0.0,8.0,1.0,Bournemouth
Kepa Arrizabalaga,es ESP,GK,29.0,31,31,"2,790",31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Bournemouth
Justin Kluivert,nl NED,MF,25.0,34,29,"2,340",26.0,12.0,6.0,18.0,6.0,6.0,6.0,8.0,0.0,Bournemouth
Evanilson,br BRA,FW,24.0,31,28,"2,319",25.8,10.0,1.0,11.0,10.0,0.0,1.0,1.0,1.0,Bournemouth
Ryan Christie,sct SCO,MF,29.0,29,27,"2,117",23.5,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,Bournemouth
Dean Huijsen,es ESP,DF,19.0,32,26,"2,427",27.0,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,Bournemouth
Dango Ouattara,bf BFA,FW,22.0,32,21,"2,005",22.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,Bournemouth
Tyler Adams,us USA,MF,25.0,28,21,"1,965",21.8,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,Bournemouth
Marcus Tavernier,eng ENG,"FW,MF",25.0,29,20,"1,939",21.5,3.0,5.0,8.0,3.0,0.0,0.0,6.0,0.0,Bournemouth
Adam Smith,eng ENG,DF,33.0,25,19,"1,590",17.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Bournemouth
Marcos Senesi,ar ARG,DF,27.0,17,13,"1,106",12.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Bournemouth
David Brooks,wls WAL,"FW,MF",27.0,29,9,960,10.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,Bournemouth
Alex Scott,eng ENG,MF,20.0,20,8,755,8.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Bournemouth
Julian Araujo,mx MEX,DF,22.0,12,7,497,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Bournemouth
James Hill,eng ENG,DF,22.0,10,6,448,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Bournemouth
Mark Travers,ie IRL,GK,25.0,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Enes Ünal,tr TUR,"FW,MF",27.0,17,2,345,3.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,Bournemouth
Neto,br BRA,GK,35.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Luis Sinisterra,co COL,"FW,MF",25.0,12,1,236,2.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,Bournemouth
Philip Billing,dk DEN,MF,28.0,10,1,184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Bournemouth
Max Aarons,eng ENG,DF,24.0,3,1,86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Daniel Jebbison,ca CAN,FW,20.0,16,0,119,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Bournemouth
Ben Winterburn,eng ENG,"MF,FW",19.0,4,0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Julio Soler,ar ARG,"DF,FW",19.0,3,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Remy Rees-Dottin,eng ENG,FW,18.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Zain Silcott-Duberry,ms MSR,FW,19.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Daniel Adu-Adjei,eng ENG,FW,19.0,0,0,,,,,,,,,,,Bournemouth
Matai Akinmboni,us USA,DF,17.0,0,0,,,,,,,,,,,Bournemouth
Jaidon Anthony,eng ENG,"FW,MF",24.0,0,0,,,,,,,,,,,Bournemouth
Will Dennis,eng ENG,GK,24.0,0,0,,,,,,,,,,,Bournemouth
Archie Harris,wls WAL,DF,19.0,0,0,,,,,,,,,,,Bournemouth
Hamed Junior Traorè,ci CIV,"FW,MF",24.0,0,0,,,,,,,,,,,Bournemouth
Callan Mckenna,sct SCO,GK,17.0,0,0,,,,,,,,,,,Bournemouth
Dominic Sadi,eng ENG,MF,20.0,0,0,,,,,,,,,,,Bournemouth
Maxwell Wellings,eng ENG,DF,19.0,0,0,,,,,,,,,,,Bournemouth
Nathan Collins,ie IRL,DF,23.0,38,38,"3,420",38.0,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,Brentford
Bryan Mbeumo,cm CMR,FW,24.0,38,38,"3,414",37.9,20.0,7.0,27.0,15.0,5.0,6.0,3.0,0.0,Brentford
Mark Flekken,nl NED,GK,31.0,37,37,"3,275",36.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,Brentford
Keane Lewis-Potter,eng ENG,"DF,FW",23.0,38,36,"3,093",34.4,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,Brentford
Yoane Wissa,cd COD,FW,27.0,35,34,"2,919",32.4,19.0,4.0,23.0,19.0,0.0,0.0,5.0,0.0,Brentford
Mikkel Damsgaard,dk DEN,"MF,FW",24.0,38,34,"2,911",32.3,2.0,10.0,12.0,2.0,0.0,0.0,2.0,0.0,Brentford
Christian Nørgaard,dk DEN,MF,30.0,34,34,"2,819",31.3,5.0,4.0,9.0,5.0,0.0,0.0,8.0,1.0,Brentford
Sepp van den Berg,nl NED,DF,22.0,31,29,"2,586",28.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Brentford
Vitaly Janelt,de GER,MF,26.0,32,27,"2,254",25.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,Brentford
Kevin Schade,de GER,FW,22.0,38,26,"2,293",25.5,11.0,2.0,13.0,11.0,0.0,0.0,3.0,0.0,Brentford
Ethan Pinnock,jm JAM,DF,31.0,22,21,"1,913",21.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,Brentford
Kristoffer Ajer,no NOR,DF,26.0,24,17,"1,438",16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Brentford
Yehor Yarmoliuk,ua UKR,MF,20.0,31,15,"1,450",16.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Brentford
Mads Roerslev,dk DEN,DF,25.0,19,11,"1,101",12.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,Brentford
Mathias Jensen,dk DEN,MF,28.0,24,8,862,9.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,Brentford
Michael Kayode,it ITA,DF,20.0,12,6,528,5.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Brentford
Fabio Carvalho,pt POR,"FW,MF",21.0,19,3,455,5.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,Brentford
Ben Mee,eng ENG,DF,34.0,7,2,183,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Brentford
Thiago,br BRA,"FW,MF",23.0,8,1,175,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Hákon Valdimarsson,is ISL,GK,22.0,2,1,145,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Edmond-Paris Maghoma,eng ENG,"MF,FW",23.0,8,0,119,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Rico Henry,eng ENG,DF,27.0,5,0,99,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Yunus Emre Konak,tr TUR,"FW,MF",18.0,10,0,42,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Kim Jisoo,kr KOR,DF,19.0,3,0,30,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Frank Onyeka,ng NGA,MF,26.0,2,0,25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Gustavo Nunes,br BRA,"FW,MF",18.0,3,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Jayden Meghoma,eng ENG,DF,18.0,1,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Ryan Trevitt,eng ENG,MF,21.0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Benjamin Arthur,eng ENG,DF,18.0,0,0,,,,,,,,,,,Brentford
Julian Eyestone,us USA,GK,18.0,0,0,,,,,,,,,,,Brentford
Benjamin Fredrick,ng NGA,DF,19.0,0,0,,,,,,,,,,,Brentford
Aaron Hickey,sct SCO,"DF,MF",22.0,0,0,,,,,,,,,,,Brentford
Iwan Morgan,wls WAL,FW,18.0,0,0,,,,,,,,,,,Brentford
Myles Peart-Harris,eng ENG,MF,21.0,0,0,,,,,,,,,,,Brentford
Tony Yogane,eng ENG,MF,18.0,0,0,,,,,,,,,,,Brentford
Bernd Leno,de GER,GK,32.0,38,38,"3,420",38.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,Fulham
Antonee Robinson,us USA,DF,26.0,36,35,"3,167",35.2,0.0,10.0,10.0,0.0,0.0,0.0,8.0,0.0,Fulham
Alex Iwobi,ng NGA,"FW,MF",28.0,38,35,"2,981",33.1,9.0,6.0,15.0,9.0,0.0,0.0,1.0,0.0,Fulham
Calvin Bassey,ng NGA,DF,24.0,35,34,"3,074",34.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,Fulham
Raúl Jiménez,mx MEX,FW,33.0,38,30,"2,494",27.7,12.0,3.0,15.0,9.0,3.0,3.0,4.0,0.0,Fulham
Joachim Andersen,dk DEN,DF,28.0,29,29,"2,583",28.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Fulham
Saša Lukić,rs SRB,MF,27.0,30,28,"2,344",26.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,Fulham
Sander Berge,no NOR,MF,26.0,31,26,"2,224",24.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Fulham
Emile Smith Rowe,eng ENG,MF,24.0,34,25,"2,043",22.7,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,Fulham
Andreas Pereira,br BRA,MF,28.0,33,25,"2,013",22.4,2.0,4.0,6.0,2.0,0.0,1.0,7.0,0.0,Fulham
Kenny Tete,nl NED,DF,28.0,22,21,"1,774",19.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,Fulham
Adama Traoré,es ESP,"FW,MF",28.0,36,18,"1,772",19.7,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,Fulham
Timothy Castagne,be BEL,DF,28.0,24,17,"1,649",18.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Fulham
Issa Diop,fr FRA,DF,27.0,21,15,"1,339",14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Fulham
